No,file,Cd,diff,percent
112,1525d96ab2b75980aaa232d0915adae9,0.421958838,0.0004652,0.001102477
113,1525d96ab2b75980aaa232d0915adae9_aug,0.446793773,0.0065246,0.014603158
114,152606cff5186001a544a2e1f78203c4,0.323587521,0.0010088,0.003117549
115,152606cff5186001a544a2e1f78203c4_aug,0.323211183,0.000682,0.002110076
116,154028cc3c2b4846436916a86a90ed7,0.345560913,0.0044445,0.012861698
117,154028cc3c2b4846436916a86a90ed7_aug,0.347207804,0.0045092,0.012987035
118,1548f5fb0684d08c63155b8ebc275bd1,0.405982306,0.0006468,0.001593173
119,1548f5fb0684d08c63155b8ebc275bd1_aug,0.418587921,0.002768,0.006612709
120,155066e1f87017c36e966db738361973,0.387477696,0.0118561,0.030598148
121,155066e1f87017c36e966db738361973_aug,0.388947542,0.0098514,0.025328351
122,155cf95c37a3c2c01edf5a868fdffb8d,0.328248954,0.0040445,0.012321441
123,155cf95c37a3c2c01edf5a868fdffb8d_aug,0.338498179,0.0010308,0.003045216
124,156d4748560997c9a848f24544821b25,0.509210019,0.0304543,0.059806954
125,156d4748560997c9a848f24544821b25_aug,0.510585254,0.0420985,0.082451461
126,158bf7ce06fbc9eccc0129454ac351ce,0.284164319,0.0124903,0.043954498
127,158bf7ce06fbc9eccc0129454ac351ce_aug,0.290598356,0.012351,0.042501961
128,15bdc3b07627ea2f6dca8796028a1679,0.455815325,0.011222,0.02461962
129,15bdc3b07627ea2f6dca8796028a1679_aug,0.442267294,0.0178319,0.040319283
130,15c785a7505992c3a9be8fd09fb14f4f,0.345099221,0.0078875,0.022855746
131,15c785a7505992c3a9be8fd09fb14f4f_aug,0.331273923,0.0051515,0.015550575
132,15cc37ac9b3b756acfd826dd468a5497,0.442841154,0.0171855,0.038807369
133,15cc37ac9b3b756acfd826dd468a5497_aug,0.446785017,0.0155454,0.034793915
134,15d37c9fdde15a3e433084df759e05b,0.348978762,0.0033972,0.00973469
135,15d37c9fdde15a3e433084df759e05b_aug,0.354985019,0.0015921,0.004484978
136,15d6cd7877c6601d9ed410a010efa019,0.464825173,0.0736444,0.158434621
137,15d6cd7877c6601d9ed410a010efa019_aug,0.483668965,0.0264897,0.054768244
138,15fcfe91d44c0e15e5c9256f048d92d2,0.330956929,0.0061662,0.018631427
139,15fcfe91d44c0e15e5c9256f048d92d2_aug,0.320117327,0.0018029,0.005631998
140,161174665f7d1ed7b4f87c42b345834,0.431495929,0.0095395,0.022107972
141,161174665f7d1ed7b4f87c42b345834_aug,0.420801223,0.0075694,0.017988066
142,1621d63a7efe0ba25df3c6413d40ccb2,0.312729637,0.0014921,0.004771214
143,1621d63a7efe0ba25df3c6413d40ccb2_aug,0.313900075,0.0004914,0.001565466
144,164ca4824dd241545fcb05674109534a,0.391561221,0.0040994,0.010469372
145,164ca4824dd241545fcb05674109534a_aug,0.386656898,0.0007982,0.002064362
146,164f9c44717d6cf1dc6ccb06c589ae6a,0.39692409,0.0197585,0.04977904
147,164f9c44717d6cf1dc6ccb06c589ae6a_aug,0.394420758,0.0181921,0.046123587
148,165aec174bb93968a114c8c036e29a08_aug,0.426251881,0.039029,0.091563232
149,165e03c012cb5b6c3bb4d660359dfc5,0.392845815,0.0018226,0.004639479
150,165e03c012cb5b6c3bb4d660359dfc5_aug,0.402988729,0.0002899,0.000719375
151,167df2c10c116eb5d61b6a34f3fd808c,0.560725944,0.0481809,0.085925933
152,167df2c10c116eb5d61b6a34f3fd808c_aug,0.565458337,0.0386023,0.068267275
153,1687b77b048d1aaf635b88185c42637a,0.356586783,0.024617,0.069035088
154,1687b77b048d1aaf635b88185c42637a_aug,0.364846148,0.0373195,0.102288321
155,16af2ec5b985f475d5e91f1b79ff5afc,0.335955225,0.0020167,0.006002883
156,16af2ec5b985f475d5e91f1b79ff5afc_aug,0.332584592,0.0014125,0.00424704
157,16b8c04d29bb4c36b11647ffa4306609,0.344952883,0.0161931,0.046942933
158,16b8c04d29bb4c36b11647ffa4306609_aug,0.350194019,0.0186464,0.053245912
159,16bcbdca2d5911e782dca60c5dad9210,0.380576596,0.004,0.010510368
160,16bcbdca2d5911e782dca60c5dad9210_aug,0.394033567,0.0053096,0.013474994
161,16cb7990169197465c46d8051f2293ec,0.40927804,0.0081934,0.020019154
162,16cb7990169197465c46d8051f2293ec_aug,0.418931706,0.0120619,0.028792044
163,16cd3253d5f9967165b633b6461ff32a,0.437585533,0.0162025,0.037027047
164,16cd3253d5f9967165b633b6461ff32a_aug,0.444894165,0.0133776,0.030069174
165,16d214c9243bc61d25ca48e6a6faa909,0.320112412,0.0019473,0.006083176
166,1713a1ac8aedcc522b12ea83455b0f44,0.446718688,0.0272007,0.060889998
167,1713a1ac8aedcc522b12ea83455b0f44_aug,0.446918333,0.0304487,0.068130345
168,1714b6e57c8c4983fb1aad5dae793ff4,0.441141683,0.0025876,0.005865689
169,1714b6e57c8c4983fb1aad5dae793ff4_aug,0.440364652,0.0023012,0.005225669
170,171c20ce4de5ee8730f65ce13e7c1910,0.324900152,0.0021063,0.006482915
171,171c20ce4de5ee8730f65ce13e7c1910_aug,0.3353001,0.0003632,0.001083209
172,175a289947f549b0e088606e38104b2,0.363376292,0.0018648,0.00513187
173,17600a4881b1ff6a5c14de0cb75f4d3e,0.388475471,0.0064707,0.01665665
174,17600a4881b1ff6a5c14de0cb75f4d3e_aug,0.397515917,0.0034803,0.008755121
175,1768f55a3c29cd483337cb9d908ce86e,0.451162275,0.0071506,0.015849286
176,1768f55a3c29cd483337cb9d908ce86e_aug,0.429222523,0.0107435,0.02503014
177,1778fb4a8eebe3b7a3018bac44737f2c,0.372569938,0.0026291,0.007056662
178,1778fb4a8eebe3b7a3018bac44737f2c_aug,0.37440765,0.006962,0.018594706
179,1782558e47730989b96212c8f6cd06e,0.386282196,0.0078019,0.02019741
180,1782558e47730989b96212c8f6cd06e_aug,0.380106046,0.0088463,0.023273242
181,178382bfcc33146dd141480e2c154d3,0.571167942,0.0094376,0.016523336
182,178382bfcc33146dd141480e2c154d3_aug,0.573866377,0.0078746,0.01372201
183,17a5e57aaa824d85becf71e2e014ff6f,0.402608885,0.0165506,0.041108382
184,17a5e57aaa824d85becf71e2e014ff6f_aug,0.401371948,0.0123625,0.030800608
185,17ac544cdfbf74b999c8924280047dd9,0.543432475,0.0274032,0.050426136
186,17b74ace5d2791eeab7ec554b18515bb,0.333543302,0.0074057,0.022203114
187,17b74ace5d2791eeab7ec554b18515bb_aug,0.343605323,0.0033693,0.009805727
188,17d3fe6fcaa66dc75bdece2095ceb985,0.3626817,0.0020098,0.005541498
189,17d3fe6fcaa66dc75bdece2095ceb985_aug,0.362757065,0.017536,0.048340892
190,17e146cb10c72fcfa2b80c598d71bf14,0.467340004,0.0168848,0.036129584
191,17e146cb10c72fcfa2b80c598d71bf14_aug,0.475242665,0.0156227,0.032873101
192,17eb10ccad874213becf71e2e014ff6f,0.366751785,0.00653,0.017804958
193,17eb10ccad874213becf71e2e014ff6f_aug,0.372650248,0.0107388,0.02881737
194,17f89c25a3142ee09d2b99af43da16b3,0.408802306,0.0046638,0.011408448
195,18244d93dbd2afbebda733a39f84326d,0.604233117,0.0239608,0.039654894
196,18244d93dbd2afbebda733a39f84326d_aug,0.568091721,0.0377437,0.066439447
197,185059ee821245d176fb25377c3b547e,0.355670204,0.010728,0.030162774
198,185059ee821245d176fb25377c3b547e_aug,0.353935119,0.0111746,0.031572453
199,187b002f0af1ab5a473f10e6caaeca56,0.459252137,0.0003243,0.000706148
200,187b002f0af1ab5a473f10e6caaeca56_aug,0.468314971,0.0009618,0.002053746
201,1883101d1c9f911aecf12ada05e4378c,0.332591083,0.0027456,0.008255182
202,1883101d1c9f911aecf12ada05e4378c_aug,0.329172542,0.0020502,0.006228345
203,188cf79b4c27bb8fef46cffe4939fce1,0.381830327,0.0020514,0.005372543
204,188cf79b4c27bb8fef46cffe4939fce1_aug,0.372151813,0.0016675,0.004480698
205,18927999d0c5a9687ba2618ede0d52ff,0.410444438,0.002891,0.007043584
206,18927999d0c5a9687ba2618ede0d52ff_aug,0.402952998,0.0034679,0.008606215
207,1897d39147b57221cd782e2b2753093,0.331711804,0.0135623,0.040885793
208,1897d39147b57221cd782e2b2753093_aug,0.340547258,0.0148391,0.043574275
209,189cffefcdd5cb071a126804ae24042,0.400549915,0.0083513,0.020849586
210,189cffefcdd5cb071a126804ae24042_aug,0.397705344,0.0068227,0.017155163
211,18a9275b78be4b9ec6d3267fc5334296,0.383097317,0.0036339,0.009485579
212,18a9275b78be4b9ec6d3267fc5334296_aug,0.382893796,0.0044729,0.011681829
213,18aad9d102afbca57ba2273581c30cb,0.310481429,9.95E-05,0.00032047
214,18aad9d102afbca57ba2273581c30cb_aug,0.335599238,6.29E-05,0.000187426
215,18caf44713ee788b9313122d0e2587c6,0.46582501,0.0155504,0.033382493
216,18caf44713ee788b9313122d0e2587c6_aug,0.469034746,0.0054497,0.011618969
217,18d1daf9f7a16d47d3a5e3d474de9eab,0.430926342,0.0009875,0.002291575
218,18d1daf9f7a16d47d3a5e3d474de9eab_aug,0.401511354,0.0210504,0.052427907
219,18d9ac72442260e0e97c6bb243ef67d,0.364316312,0.0092924,0.025506407
220,18d9ac72442260e0e97c6bb243ef67d_aug,0.38549769,0.0187475,0.048631939
221,19186a0accbf7c68ef7b860bd772a37,0.308524142,0.0003979,0.001289688
222,19186a0accbf7c68ef7b860bd772a37_aug,0.295334138,0.0008278,0.002802927
223,191f9cd970e5b0cc174ee7ebab9d8065,0.414629306,0.0545921,0.131664837
224,191f9cd970e5b0cc174ee7ebab9d8065_aug,0.426917858,0.0507971,0.118985653
225,192182fe7a2992d19007ca45ff59e833,0.4733728,0.0046332,0.009787635
226,192182fe7a2992d19007ca45ff59e833_aug,0.47331934,0.00458,0.009676342
227,192fdf42f5a2623d673ddeabdcc8c6e,0.36192641,0.010385,0.028693678
228,192fdf42f5a2623d673ddeabdcc8c6e_aug,0.36750764,0.0111509,0.030341954
229,193ec1089f0a98a36518e6cd1fbc5fab,0.474309531,0.0305461,0.064401194
230,193ec1089f0a98a36518e6cd1fbc5fab_aug,0.488365567,0.0233903,0.047895064
231,19483d3b574b49a5742cc2d61ad88fbd,0.350815352,0.0008556,0.00243889
232,19483d3b574b49a5742cc2d61ad88fbd_aug,0.350025048,0.0003649,0.001042497
233,19541db644551287ee0112963a7e11e3,0.424876681,0.0139399,0.032809285
234,19541db644551287ee0112963a7e11e3_aug,0.414476185,0.0078549,0.01895139
235,1963641a15916c03709ce7955adef61b_aug,0.377828498,0.0007663,0.002028169
236,1964ce6c225fb1a5994a3466f8481f8a,0.382426631,0.0055534,0.014521478
237,196b1fb2c6c36fa5afe1d4530f4c6e24,0.343970831,0.0012673,0.003684324
238,196b1fb2c6c36fa5afe1d4530f4c6e24_aug,0.338197604,0.0012723,0.003762002
239,198d8e274c59511b36a1a31af8f59,0.417263308,0.0002599,0.000622868
240,198d8e274c59511b36a1a31af8f59_aug,0.412997479,0.0031483,0.007623049
241,198f9bc1c351c97948c9215ea29b906f,0.388151485,0.0245862,0.063341765
242,198f9bc1c351c97948c9215ea29b906f_aug,0.395685879,0.0161927,0.040923118
243,19b0d347716db767b6f4ab48e881f088,0.438311662,0.0110323,0.02516999
244,19b0d347716db767b6f4ab48e881f088_aug,0.428629969,0.0084456,0.019703709
245,19bb8605a7a5233e4d7ac55d461d1984,0.419956019,0.0005326,0.001268228
246,19bb8605a7a5233e4d7ac55d461d1984_aug,0.407095696,0.0003796,0.000932459
247,19c25429d34ce9748c844a5e3a5e1a93,0.489737663,0.0001065,0.000217463
248,19c25429d34ce9748c844a5e3a5e1a93_aug,0.496561181,0.0006342,0.001277184
249,19d0843797b8b2216abce8cb03e7794,0.382938088,0.0007025,0.0018345
250,19d0843797b8b2216abce8cb03e7794_aug,0.382374081,0.001879,0.004914036
251,19d35f3e0c0b402125ddb89f02fe6cc0,0.412353523,0.0004224,0.001024364
252,19d35f3e0c0b402125ddb89f02fe6cc0_aug,0.411828433,0.0002509,0.000609234
253,19d49c8015948b742d60c8689a64d7a0,0.440323812,0.022378,0.050821689
254,19d49c8015948b742d60c8689a64d7a0_aug,0.441097563,0.0370128,0.083910688
255,19f52dd4592c3fb5531e940de4b7770d,0.330044796,0.0099131,0.03003562
256,19f52dd4592c3fb5531e940de4b7770d_aug,0.339589683,0.0006347,0.00186902
257,1a19271683597db4fe7e6f8a8e38f62d_aug,0.442092908,0.0158501,0.035852419
258,1a1de15e572e039df085b75b20c2db33,0.566838217,0.0619012,0.109204352
259,1a1de15e572e039df085b75b20c2db33_aug,0.579522946,0.0514846,0.088839623
260,1a3782ae4bd711b66b418c7d9fedcaa9,0.378872265,0.0112598,0.029719251
261,1a3782ae4bd711b66b418c7d9fedcaa9_aug,0.371702731,0.016379,0.044064783
262,1a4337da899da1936909632a947fc19b,0.371689048,0.0085904,0.023111792
263,1a4337da899da1936909632a947fc19b_aug,0.378291202,0.0131052,0.034643153
264,1a63a260180f11baafe717997470b28d,0.350549594,0.0079359,0.022638452
265,1a63a260180f11baafe717997470b28d_aug,0.34337226,0.0015754,0.004588024
266,1a64bf1e658652ddb11647ffa4306609,0.392604783,0.0105428,0.026853468
267,1a64bf1e658652ddb11647ffa4306609_aug,0.389227713,0.0211492,0.054336316
268,1a7584ca6cbf03e41c35d6e6d8a2eb84,0.410552631,0.0154608,0.037658509
269,1a7584ca6cbf03e41c35d6e6d8a2eb84_aug,0.406865208,0.0180923,0.044467553
270,1a7b9697be903334b99755e16c4a9d21,0.320205625,0.0070522,0.022023973
271,1a7b9697be903334b99755e16c4a9d21_aug,0.331238929,0.014955,0.045148679
272,1a83a525ae32afcf622ac2f50deaba1f,0.337619925,0.0110945,0.032860916
273,1a83a525ae32afcf622ac2f50deaba1f_aug,0.355639888,0.001462,0.0041109
274,1a87a329781b15763820d8f180caa23a,0.489081219,0.0135687,0.027743245
275,1a87a329781b15763820d8f180caa23a_aug,0.44733715,0.0067311,0.01504704
276,1ab80bc91a45b7d0a31091d2234b9f68,0.516137477,0.0397783,0.077069195
277,1ab80bc91a45b7d0a31091d2234b9f68_aug,0.513177265,0.0343397,0.066915864
278,1abeca7159db7ed9f200a72c9245aee7,0.350490471,0.0177504,0.050644458
279,1abeca7159db7ed9f200a72c9245aee7_aug,0.352520262,0.0212864,0.06038348
280,1ac8b8c486a77dbc65db4f1fb47e0c1d,0.41211541,0.0258405,0.062702096
281,1ac8b8c486a77dbc65db4f1fb47e0c1d_aug,0.437577837,0.0157567,0.036008908
282,1ad321f067ffbe7e51a95aaa6caba1d3,0.404435021,0.0099801,0.024676646
283,1ad321f067ffbe7e51a95aaa6caba1d3_aug,0.402601246,0.0172102,0.042747508
284,1ad84ebe2ab289c2ccab858630bb6357,0.393648285,0.0006837,0.00173683
285,1ad84ebe2ab289c2ccab858630bb6357_aug,0.38418995,0.0006191,0.001611442
286,1ae530f49a914595b491214a0cc2380,0.412850925,0.0075375,0.018257195
287,1ae530f49a914595b491214a0cc2380_aug,0.423655313,0.0297063,0.070119031
288,1aeee7288b89ec1cc805dfe4ca9f2fdb,0.336854785,0.0049935,0.014823895
289,1aeee7288b89ec1cc805dfe4ca9f2fdb_aug,0.330446758,0.0026147,0.007912621
290,1aef0af3cdafb118c6a40bdf315062da,0.415083188,0.0005625,0.00135515
291,1aef0af3cdafb118c6a40bdf315062da_aug,0.419445806,0.0035978,0.008577509
292,1b1a7af332f8f154487edd538b3d83f6,0.376550342,0.0021158,0.005618903
293,1b25c745164e53b822d2fb8fec68f2a1,0.422896323,0.011001,0.026013468
294,1b25c745164e53b822d2fb8fec68f2a1_aug,0.423352375,0.0055741,0.013166573
295,1b2dc43f22ea46013ae58a4b81f41be1,0.392814446,0.0040948,0.01042426
296,1b2dc43f22ea46013ae58a4b81f41be1_aug,0.384238752,4.26E-05,0.000110869
297,1b2ef0809ca1abc7ca92a4cdad802b45,0.37175099,0.0029189,0.007851761
298,1b2ef0809ca1abc7ca92a4cdad802b45_aug,0.357536146,0.0050479,0.014118572
299,1b2fb48dfc17b3c0c07426ce19bca2e,0.337240446,0.0032069,0.009509239
300,1b2fb48dfc17b3c0c07426ce19bca2e_aug,0.342184088,0.0054917,0.016048964
301,1b318e41d5143e7a33ae101d4377190c,0.346808098,0.0027207,0.007844973
302,1b318e41d5143e7a33ae101d4377190c_aug,0.341873815,0.0014705,0.004301295
303,1b43ec15ddae61b62c6ff27a52f05cff,0.431128173,0.0146436,0.033965769
304,1b43ec15ddae61b62c6ff27a52f05cff_aug,0.433361138,0.0225091,0.051940744
305,1b83d1d3554d04906a34aa94ca8a3355,0.307183508,0.0135663,0.044163504
306,1b83d1d3554d04906a34aa94ca8a3355_aug,0.308571037,0.0045969,0.01489738
307,1b85c850cb4b93a6e9415adaaf77fdbf,0.305457277,0.0114663,0.037538146
308,1b94aad142e6c2b8af9f38a1ee687286,0.430525938,0.0075926,0.017635639
309,1b94aad142e6c2b8af9f38a1ee687286_aug,0.429056,0.0039374,0.009176891
310,1ba30d64da90ea05283ffcfc40c29975,0.323052854,0.0022153,0.006857392
311,1ba30d64da90ea05283ffcfc40c29975_aug,0.326180677,0.0004183,0.001282418
312,1be075751d7cfbf9ee8e9bd690a19ec1,0.37297975,0.0065641,0.017599079
313,1be075751d7cfbf9ee8e9bd690a19ec1_aug,0.365473713,0.0059823,0.016368619
314,1be81460e620aea65cde8c99e4b182f9,0.467767679,0.0117632,0.025147526
315,1be81460e620aea65cde8c99e4b182f9_aug,0.461892317,0.015481,0.03351647
316,1beac5e41e17b680fade9f69c520312a,0.508839062,0.0013884,0.002728564
317,1beac5e41e17b680fade9f69c520312a_aug,0.512791602,8.13E-05,0.000158544
318,1c14ef4c48b7d95d61c6c61410fc904b,0.502430838,0.0001976,0.000393288
319,1c14ef4c48b7d95d61c6c61410fc904b_aug,0.494295229,0.0003878,0.000784551
320,1c158fc218e27a60b11647ffa4306609,0.344668913,0.001704,0.004943875
321,1c158fc218e27a60b11647ffa4306609_aug,0.350569567,0.0049279,0.014056839
322,1c1bd2dcbb13aa5a6b652ed61c4ad126,0.330960706,0.0002082,0.000629078
323,1c1bd2dcbb13aa5a6b652ed61c4ad126_aug,0.365307025,0.0009968,0.002728664
